,id,date,store_nbr,item_nbr,unit_sales,onpromotion,dcoilwtico,transactions,type
18637,28467883,2014-08-03,34,108696,1.0,0,97.86,2751.0,0
18638,28469795,2014-08-03,36,108696,7.0,0,97.86,1352.0,0
18639,28474807,2014-08-03,40,108696,4.0,0,97.86,1359.0,0
18640,28477020,2014-08-03,43,108696,5.0,0,97.86,1404.0,0
18641,28477918,2014-08-03,44,108696,18.0,0,97.86,4931.0,0
18642,28479516,2014-08-03,45,108696,31.0,0,97.86,4543.0,0
18643,28481120,2014-08-03,46,108696,35.0,0,97.86,4801.0,0
18644,28482680,2014-08-03,47,108696,17.0,0,97.86,4632.0,0
18645,28484252,2014-08-03,48,108696,41.0,0,97.86,4521.0,0
18646,28485808,2014-08-03,49,108696,12.0,0,97.86,2884.0,0
18647,28487330,2014-08-03,50,108696,9.0,0,97.86,3100.0,0
18648,28490235,2014-08-03,53,108696,6.0,0,97.86,1102.0,0
18649,28491458,2014-08-03,54,108696,2.0,0,97.86,1343.0,0
18650,28492321,2014-08-04,1,108696,2.0,0,98.26,1892.0,0
18651,28494957,2014-08-04,3,108696,10.0,0,98.26,3092.0,0
18652,28496468,2014-08-04,4,108696,2.0,0,98.26,1437.0,0
18653,28497781,2014-08-04,5,108696,4.0,0,98.26,1552.0,0
18654,28499091,2014-08-04,6,108696,3.0,0,98.26,1764.0,0
18655,28501852,2014-08-04,8,108696,10.0,0,98.26,2848.0,0
18656,28503336,2014-08-04,9,108696,8.0,0,98.26,2490.0,0
18657,28504610,2014-08-04,10,108696,1.0,0,98.26,1137.0,0
18658,28505454,2014-08-04,11,108696,20.0,0,98.26,2740.0,0
18659,28506618,2014-08-04,12,108696,5.0,0,98.26,1210.0,0
18660,28507491,2014-08-04,13,108696,3.0,0,98.26,985.0,0
18661,28508326,2014-08-04,15,108696,6.0,0,98.26,1451.0,0
18662,28509264,2014-08-04,16,108696,6.0,0,98.26,1025.0,0
18663,28510168,2014-08-04,17,108696,11.0,0,98.26,1286.0,0
18664,28511150,2014-08-04,18,108696,4.0,0,98.26,1397.0,0
18665,28514300,2014-08-04,24,108696,4.0,0,98.26,2343.0,0
18666,28517495,2014-08-04,27,108696,3.0,0,98.26,1338.0,0
18667,28518665,2014-08-04,28,108696,1.0,0,98.26,1142.0,0
18668,28519780,2014-08-04,30,108696,4.0,0,98.26,725.0,0
18669,28522245,2014-08-04,33,108696,6.0,0,98.26,1292.0,0
18670,28523176,2014-08-04,34,108696,1.0,0,98.26,2588.0,0
18671,28524939,2014-08-04,36,108696,5.0,0,98.26,1163.0,0
18672,28528590,2014-08-04,39,108696,1.0,0,98.26,1426.0,0
18673,28529801,2014-08-04,40,108696,2.0,0,98.26,1519.0,0
18674,28531878,2014-08-04,43,108696,4.0,0,98.26,1388.0,0
18675,28532730,2014-08-04,44,108696,9.0,0,98.26,4272.0,0
18676,28534286,2014-08-04,45,108696,17.0,0,98.26,3846.0,0
18677,28535866,2014-08-04,46,108696,33.0,0,98.26,3568.0,0
18678,28537357,2014-08-04,47,108696,12.0,0,98.26,4056.0,0
18679,28538924,2014-08-04,48,108696,10.0,0,98.26,3329.0,0
18680,28540413,2014-08-04,49,108696,4.0,0,98.26,2441.0,0
18681,28541887,2014-08-04,50,108696,8.0,0,98.26,2612.0,0
18682,28544699,2014-08-04,53,108696,3.0,0,98.26,690.0,0
18683,28547667,2014-08-05,2,108696,2.0,0,97.34,1948.0,1
18684,28549034,2014-08-05,3,108696,8.0,0,97.34,2876.0,1
18685,28550536,2014-08-05,4,108696,5.0,0,97.34,1354.0,1
18686,28551783,2014-08-05,5,108696,2.0,0,97.34,1468.0,1
18687,28553027,2014-08-05,6,108696,3.0,0,97.34,1706.0,1
18688,28554431,2014-08-05,7,108696,4.0,0,97.34,1771.0,1
18689,28555742,2014-08-05,8,108696,5.0,0,97.34,2795.0,1
18690,28557188,2014-08-05,9,108696,7.0,0,97.34,2319.0,1
18691,28558447,2014-08-05,10,108696,6.0,0,97.34,1143.0,1
18692,28559290,2014-08-05,11,108696,21.0,0,97.34,2685.0,1
18693,28560470,2014-08-05,12,108696,3.0,0,97.34,1206.0,1
18694,28561336,2014-08-05,13,108696,7.0,0,97.34,952.0,1
18695,28562147,2014-08-05,15,108696,5.0,0,97.34,1382.0,1
18696,28563048,2014-08-05,16,108696,3.0,0,97.34,936.0,1
18697,28563918,2014-08-05,17,108696,8.0,0,97.34,1335.0,1
18698,28564864,2014-08-05,18,108696,4.0,0,97.34,1409.0,1
18699,28565968,2014-08-05,19,108696,3.0,0,97.34,1210.0,1
18700,28567884,2014-08-05,24,108696,2.0,0,97.34,2220.0,1
18701,28570892,2014-08-05,27,108696,4.0,0,97.34,1223.0,1
18702,28571995,2014-08-05,28,108696,1.0,0,97.34,1182.0,1
18703,28575573,2014-08-05,33,108696,3.0,0,97.34,1288.0,1
18704,28578227,2014-08-05,36,108696,4.0,0,97.34,1246.0,1
18705,28583056,2014-08-05,40,108696,3.0,0,97.34,1466.0,1
18706,28585092,2014-08-05,43,108696,4.0,0,97.34,1207.0,1
18707,28585974,2014-08-05,44,108696,3.0,0,97.34,3871.0,1
18708,28587534,2014-08-05,45,108696,17.0,0,97.34,3497.0,1
18709,28589090,2014-08-05,46,108696,25.0,0,97.34,3270.0,1
18710,28590566,2014-08-05,47,108696,9.0,0,97.34,3733.0,1
18711,28592089,2014-08-05,48,108696,2.0,0,97.34,2918.0,1
18712,28593551,2014-08-05,49,108696,9.0,0,97.34,2202.0,1
18713,28594997,2014-08-05,50,108696,10.0,0,97.34,2685.0,1
18714,28597716,2014-08-05,53,108696,4.0,0,97.34,683.0,1
18715,28600678,2014-08-06,2,108696,2.0,0,96.93,1996.0,0
18716,28602055,2014-08-06,3,108696,4.0,0,96.93,3033.0,0
18717,28604828,2014-08-06,5,108696,5.0,0,96.93,1542.0,0
18718,28606089,2014-08-06,6,108696,2.0,0,96.93,1692.0,0
18719,28607471,2014-08-06,7,108696,1.0,0,96.93,1740.0,0
18720,28608816,2014-08-06,8,108696,2.0,0,96.93,2914.0,0
18721,28610281,2014-08-06,9,108696,8.0,0,96.93,2035.0,0
18722,28611517,2014-08-06,10,108696,4.0,0,96.93,1004.0,0
18723,28612336,2014-08-06,11,108696,12.0,0,96.93,2552.0,0
18724,28613491,2014-08-06,12,108696,3.0,0,96.93,1146.0,0
18725,28614286,2014-08-06,13,108696,4.0,0,96.93,893.0,0
18726,28615079,2014-08-06,15,108696,6.0,0,96.93,1324.0,0
18727,28616790,2014-08-06,17,108696,3.0,0,96.93,1224.0,0
18728,28617698,2014-08-06,18,108696,2.0,0,96.93,1287.0,0
18729,28618721,2014-08-06,19,108696,2.0,0,96.93,1239.0,0
18730,28620659,2014-08-06,24,108696,1.0,0,96.93,2417.0,0
18731,28623828,2014-08-06,27,108696,2.0,0,96.93,1290.0,0
18732,28628301,2014-08-06,33,108696,3.0,0,96.93,1135.0,0
18733,28630847,2014-08-06,36,108696,3.0,0,96.93,981.0,0
18734,28635551,2014-08-06,40,108696,4.0,0,96.93,1352.0,0
18735,28637516,2014-08-06,43,108696,2.0,0,96.93,1359.0,0
18736,28638382,2014-08-06,44,108696,6.0,0,96.93,4347.0,0
18737,28639944,2014-08-06,45,108696,16.0,0,96.93,3512.0,0
18738,28641512,2014-08-06,46,108696,7.0,0,96.93,3387.0,0
18739,28643021,2014-08-06,47,108696,2.0,0,96.93,3867.0,0
18740,28644565,2014-08-06,48,108696,15.0,0,96.93,2901.0,0
18741,28646006,2014-08-06,49,108696,10.0,0,96.93,2384.0,0
18742,28647466,2014-08-06,50,108696,7.0,0,96.93,2511.0,0
18743,28650201,2014-08-06,53,108696,6.0,0,96.93,776.0,0
18744,28653090,2014-08-07,2,108696,2.0,0,97.34,1732.0,0
18745,28654405,2014-08-07,3,108696,4.0,0,97.34,2686.0,0
18746,28655873,2014-08-07,4,108696,4.0,0,97.34,1309.0,0
18747,28657120,2014-08-07,5,108696,2.0,0,97.34,1330.0,0
18748,28658358,2014-08-07,6,108696,4.0,0,97.34,1558.0,0
18749,28659677,2014-08-07,7,108696,4.0,0,97.34,1633.0,0
18750,28660959,2014-08-07,8,108696,2.0,0,97.34,2700.0,0
18751,28662400,2014-08-07,9,108696,10.0,1,97.34,2163.0,0
18752,28663665,2014-08-07,10,108696,4.0,1,97.34,1035.0,0
18753,28664425,2014-08-07,11,108696,17.0,1,97.34,2451.0,0
18754,28665587,2014-08-07,12,108696,8.0,1,97.34,1179.0,0
18755,28666416,2014-08-07,13,108696,3.0,1,97.34,907.0,0
18756,28667182,2014-08-07,15,108696,6.0,1,97.34,1332.0,0
18757,28668891,2014-08-07,17,108696,5.0,1,97.34,1185.0,0
18758,28670884,2014-08-07,19,108696,6.0,1,97.34,1081.0,0
18759,28672726,2014-08-07,24,108696,3.0,0,97.34,2154.0,0
18760,28675700,2014-08-07,27,108696,1.0,0,97.34,1283.0,0
18761,28676812,2014-08-07,28,108696,2.0,1,97.34,987.0,0
18762,28681145,2014-08-07,34,108696,1.0,1,97.34,2432.0,0
18763,28687489,2014-08-07,40,108696,2.0,1,97.34,1221.0,0
18764,28689460,2014-08-07,43,108696,8.0,1,97.34,1391.0,0
18765,28690346,2014-08-07,44,108696,4.0,0,97.34,3844.0,0
18766,28691890,2014-08-07,45,108696,10.0,0,97.34,3373.0,0
18767,28693417,2014-08-07,46,108696,23.0,0,97.34,3089.0,0
18768,28694852,2014-08-07,47,108696,10.0,0,97.34,3453.0,0
18769,28696358,2014-08-07,48,108696,18.0,0,97.34,2771.0,0
18770,28697790,2014-08-07,49,108696,7.0,0,97.34,2229.0,0
18771,28699226,2014-08-07,50,108696,1.0,0,97.34,2343.0,0
18772,28701880,2014-08-07,53,108696,2.0,0,97.34,690.0,0
18773,28702825,2014-08-07,54,108696,1.0,1,97.34,762.0,0
18774,28703527,2014-08-08,1,108696,3.0,1,97.61,1835.0,0
18775,28704747,2014-08-08,2,108696,1.0,1,97.61,1840.0,0
18776,28706124,2014-08-08,3,108696,4.0,1,97.61,2998.0,0
18777,28707631,2014-08-08,4,108696,1.0,1,97.61,1486.0,0
18778,28708903,2014-08-08,5,108696,3.0,1,97.61,1540.0,0
18779,28710166,2014-08-08,6,108696,3.0,1,97.61,1715.0,0
18780,28711564,2014-08-08,7,108696,2.0,1,97.61,1845.0,0
18781,28712894,2014-08-08,8,108696,3.0,1,97.61,2873.0,0
18782,28714358,2014-08-08,9,108696,4.0,0,97.61,1888.0,0
18783,28715559,2014-08-08,10,108696,2.0,0,97.61,940.0,0
18784,28716357,2014-08-08,11,108696,6.0,0,97.61,2401.0,0
18785,28717488,2014-08-08,12,108696,1.0,0,97.61,1058.0,0
18786,28718291,2014-08-08,13,108696,3.0,0,97.61,900.0,0
18787,28719076,2014-08-08,15,108696,4.0,0,97.61,1333.0,0
18788,28719957,2014-08-08,16,108696,2.0,0,97.61,849.0,0
18789,28720809,2014-08-08,17,108696,9.0,0,97.61,1099.0,0
18790,28721708,2014-08-08,18,108696,1.0,0,97.61,1292.0,0
18791,28722739,2014-08-08,19,108696,5.0,0,97.61,1226.0,0
18792,28724601,2014-08-08,24,108696,3.0,1,97.61,2405.0,0
18793,28727815,2014-08-08,27,108696,5.0,1,97.61,1247.0,0
18794,28728968,2014-08-08,28,108696,1.0,0,97.61,902.0,0
18795,28733107,2014-08-08,34,108696,1.0,0,97.61,2647.0,0
18796,28734707,2014-08-08,36,108696,3.0,0,97.61,1066.0,0
18797,28739430,2014-08-08,40,108696,2.0,0,97.61,1169.0,0
18798,28741418,2014-08-08,43,108696,1.0,0,97.61,1323.0,0
18799,28742255,2014-08-08,44,108696,6.0,1,97.61,4377.0,0
18800,28743818,2014-08-08,45,108696,16.0,1,97.61,3822.0,0
18801,28745392,2014-08-08,46,108696,22.0,1,97.61,3274.0,0
18802,28746892,2014-08-08,47,108696,4.0,1,97.61,3718.0,0
18803,28748456,2014-08-08,48,108696,8.0,1,97.61,2819.0,0
18804,28749920,2014-08-08,49,108696,2.0,1,97.61,2450.0,0
18805,28751396,2014-08-08,50,108696,4.0,1,97.61,2686.0,0
18806,28754162,2014-08-08,53,108696,3.0,1,97.61,673.0,0
18807,28755158,2014-08-08,54,108696,1.0,0,97.61,832.0,0
18808,28755901,2014-08-09,1,108696,4.0,0,97.61,1216.0,0
18809,28757065,2014-08-09,2,108696,2.0,0,97.61,1984.0,0
18810,28758465,2014-08-09,3,108696,10.0,0,97.61,3178.0,0
18811,28760016,2014-08-09,4,108696,7.0,0,97.61,1628.0,0
18812,28761360,2014-08-09,5,108696,3.0,0,97.61,1586.0,0
18813,28762661,2014-08-09,6,108696,2.0,0,97.61,1937.0,0
18814,28764090,2014-08-09,7,108696,2.0,0,97.61,1611.0,0
18815,28765383,2014-08-09,8,108696,4.0,0,97.61,2675.0,0
18816,28766914,2014-08-09,9,108696,5.0,0,97.61,2299.0,0
18817,28768216,2014-08-09,10,108696,11.0,0,97.61,1188.0,0
18818,28769092,2014-08-09,11,108696,7.0,0,97.61,2417.0,0
18819,28770279,2014-08-09,12,108696,2.0,0,97.61,1166.0,0
18820,28771163,2014-08-09,13,108696,3.0,0,97.61,1181.0,0
18821,28772033,2014-08-09,15,108696,5.0,0,97.61,1260.0,0
18822,28772915,2014-08-09,16,108696,5.0,0,97.61,1064.0,0
18823,28773825,2014-08-09,17,108696,3.0,0,97.61,1356.0,0
18824,28774815,2014-08-09,18,108696,6.0,0,97.61,1207.0,0
18825,28775959,2014-08-09,19,108696,6.0,0,97.61,1987.0,0
18826,28778040,2014-08-09,24,108696,4.0,0,97.61,2294.0,0
18827,28781461,2014-08-09,27,108696,2.0,0,97.61,1674.0,0
18828,28783907,2014-08-09,30,108696,4.0,0,97.61,752.0,0
18829,28786547,2014-08-09,33,108696,1.0,0,97.61,1291.0,0
18830,28787541,2014-08-09,34,108696,7.0,0,97.61,2790.0,0
18831,28789315,2014-08-09,36,108696,3.0,0,97.61,1158.0,0
18832,28793053,2014-08-09,39,108696,6.0,0,97.61,1579.0,0
18833,28794286,2014-08-09,40,108696,1.0,0,97.61,1353.0,0
18834,28796461,2014-08-09,43,108696,1.0,0,97.61,1416.0,0
18835,28797330,2014-08-09,44,108696,9.0,0,97.61,4715.0,0
18836,28798934,2014-08-09,45,108696,23.0,0,97.61,4197.0,0
18837,28800532,2014-08-09,46,108696,33.0,0,97.61,4186.0,0
18838,28802082,2014-08-09,47,108696,9.0,0,97.61,4357.0,0
18839,28803651,2014-08-09,48,108696,28.0,0,97.61,3528.0,0
18840,28805193,2014-08-09,49,108696,10.0,0,97.61,2777.0,0
18841,28806739,2014-08-09,50,108696,8.0,0,97.61,3256.0,0
18842,28809648,2014-08-09,53,108696,2.0,0,97.61,935.0,0
18843,28810794,2014-08-09,54,108696,1.0,0,97.61,994.0,0
18844,28812409,2014-08-10,2,108696,2.0,0,97.61,1800.0,1
18845,28813807,2014-08-10,3,108696,7.0,0,97.61,3146.0,1
18846,28815341,2014-08-10,4,108696,4.0,0,97.61,1537.0,1
18847,28816680,2014-08-10,5,108696,5.0,0,97.61,1474.0,1
18848,28817994,2014-08-10,6,108696,4.0,0,97.61,1880.0,1
18849,28819438,2014-08-10,7,108696,5.0,0,97.61,1312.0,1
18850,28822156,2014-08-10,9,108696,9.0,0,97.61,2087.0,1
18851,28823421,2014-08-10,10,108696,3.0,0,97.61,919.0,1
18852,28824269,2014-08-10,11,108696,16.0,0,97.61,2382.0,1
18853,28825460,2014-08-10,12,108696,2.0,0,97.61,1124.0,1
18854,28827061,2014-08-10,15,108696,3.0,0,97.61,944.0,1
18855,28827890,2014-08-10,16,108696,13.0,0,97.61,1177.0,1
18856,28828794,2014-08-10,17,108696,4.0,0,97.61,1272.0,1
18857,28830913,2014-08-10,19,108696,7.0,0,97.61,1037.0,1
18858,28832828,2014-08-10,24,108696,4.0,0,97.61,1733.0,1
18859,28836080,2014-08-10,27,108696,2.0,0,97.61,1855.0,1
18860,28837377,2014-08-10,28,108696,10.0,0,97.61,1479.0,1
18861,28841214,2014-08-10,33,108696,4.0,0,97.61,1296.0,1
18862,28842191,2014-08-10,34,108696,3.0,0,97.61,2408.0,1
18863,28843927,2014-08-10,36,108696,3.0,0,97.61,1184.0,1
18864,28847535,2014-08-10,39,108696,1.0,0,97.61,1322.0,1
18865,28848745,2014-08-10,40,108696,1.0,0,97.61,1260.0,1
18866,28850934,2014-08-10,43,108696,11.0,0,97.61,1464.0,1
18867,28851838,2014-08-10,44,108696,2.0,0,97.61,4738.0,1
18868,28853420,2014-08-10,45,108696,24.0,0,97.61,4217.0,1
18869,28855008,2014-08-10,46,108696,17.0,0,97.61,4140.0,1
18870,28856530,2014-08-10,47,108696,21.0,0,97.61,4300.0,1
18871,28858106,2014-08-10,48,108696,11.0,0,97.61,3838.0,1
18872,28859612,2014-08-10,49,108696,10.0,0,97.61,2653.0,1
18873,28861137,2014-08-10,50,108696,7.0,0,97.61,2955.0,1
18874,28864012,2014-08-10,53,108696,4.0,0,97.61,989.0,1
18875,28865211,2014-08-10,54,108696,1.0,0,97.61,1272.0,1
18876,28866062,2014-08-11,1,108696,1.0,0,98.09,1824.0,0
18877,28867305,2014-08-11,2,108696,2.0,0,98.09,1863.0,0
18878,28868687,2014-08-11,3,108696,9.0,0,98.09,2878.0,0
18879,28870188,2014-08-11,4,108696,2.0,0,98.09,1469.0,0
18880,28871464,2014-08-11,5,108696,4.0,0,98.09,1598.0,0
18881,28872742,2014-08-11,6,108696,8.0,0,98.09,1726.0,0
18882,28874127,2014-08-11,7,108696,7.0,0,98.09,1680.0,0
18883,28875446,2014-08-11,8,108696,4.0,0,98.09,2773.0,0
18884,28876889,2014-08-11,9,108696,9.0,0,98.09,2148.0,0
18885,28878119,2014-08-11,10,108696,6.0,0,98.09,1087.0,0
18886,28878945,2014-08-11,11,108696,6.0,0,98.09,2354.0,0
18887,28880093,2014-08-11,12,108696,3.0,0,98.09,1188.0,0
18888,28880925,2014-08-11,13,108696,2.0,0,98.09,942.0,0
18889,28881715,2014-08-11,15,108696,8.0,0,98.09,1418.0,0
18890,28882597,2014-08-11,16,108696,5.0,0,98.09,948.0,0
18891,28883467,2014-08-11,17,108696,6.0,0,98.09,1294.0,0
18892,28884417,2014-08-11,18,108696,1.0,0,98.09,1419.0,0
18893,28885527,2014-08-11,19,108696,4.0,0,98.09,1286.0,0
18894,28887445,2014-08-11,24,108696,3.0,0,98.09,2240.0,0
18895,28890508,2014-08-11,27,108696,8.0,0,98.09,1354.0,0
18896,28891701,2014-08-11,28,108696,2.0,0,98.09,1121.0,0
18897,28892827,2014-08-11,30,108696,1.0,0,98.09,663.0,0
18898,28895219,2014-08-11,33,108696,2.0,0,98.09,1164.0,0
18899,28896155,2014-08-11,34,108696,3.0,0,98.09,2409.0,0
18900,28901336,2014-08-11,39,108696,4.0,0,98.09,1400.0,0
18901,28902523,2014-08-11,40,108696,5.0,0,98.09,1543.0,0
18902,28904555,2014-08-11,43,108696,12.0,0,98.09,1424.0,0
18903,28905417,2014-08-11,44,108696,5.0,0,98.09,4383.0,0
18904,28908548,2014-08-11,46,108696,27.0,0,98.09,3314.0,0
18905,28910025,2014-08-11,47,108696,4.0,0,98.09,3597.0,0
18906,28911545,2014-08-11,48,108696,13.0,0,98.09,2824.0,0
18907,28913007,2014-08-11,49,108696,7.0,0,98.09,2309.0,0
18908,28914474,2014-08-11,50,108696,4.0,0,98.09,2484.0,0
18909,28917190,2014-08-11,53,108696,1.0,0,98.09,700.0,0
18910,28918190,2014-08-11,54,108696,5.0,0,98.09,962.0,0
18911,28918948,2014-08-12,1,108696,2.0,0,97.36,1701.0,0
18912,28920101,2014-08-12,2,108696,2.0,0,97.36,1725.0,0
18913,28921412,2014-08-12,3,108696,7.0,0,97.36,2609.0,0
18914,28924147,2014-08-12,5,108696,3.0,0,97.36,1483.0,0
18915,28925394,2014-08-12,6,108696,2.0,0,97.36,1457.0,0
18916,28928000,2014-08-12,8,108696,3.0,0,97.36,2526.0,0
18917,28929383,2014-08-12,9,108696,3.0,0,97.36,1777.0,0
18918,28930552,2014-08-12,10,108696,2.0,0,97.36,1178.0,0
18919,28931360,2014-08-12,11,108696,4.0,0,97.36,2303.0,0
18920,28932492,2014-08-12,12,108696,4.0,0,97.36,1120.0,0
18921,28933317,2014-08-12,13,108696,7.0,0,97.36,943.0,0
18922,28934984,2014-08-12,16,108696,7.0,0,97.36,1001.0,0
18923,28935840,2014-08-12,17,108696,8.0,0,97.36,1260.0,0
18924,28936791,2014-08-12,18,108696,2.0,0,97.36,1414.0,0
18925,28937919,2014-08-12,19,108696,8.0,0,97.36,1193.0,0
18926,28939756,2014-08-12,24,108696,1.0,0,97.36,2221.0,0
18927,28943845,2014-08-12,28,108696,4.0,0,97.36,1054.0,0
18928,28947262,2014-08-12,33,108696,1.0,0,97.36,1213.0,0
18929,28948171,2014-08-12,34,108696,3.0,0,97.36,2314.0,0
18930,28953357,2014-08-12,39,108696,3.0,0,97.36,1352.0,0
18931,28954522,2014-08-12,40,108696,1.0,0,97.36,1471.0,0
18932,28956495,2014-08-12,43,108696,3.0,0,97.36,1275.0,0
18933,28957325,2014-08-12,44,108696,4.0,0,97.36,3927.0,0
18934,28958872,2014-08-12,45,108696,4.0,0,97.36,3172.0,0
18935,28960416,2014-08-12,46,108696,18.0,0,97.36,3017.0,0
18936,28961844,2014-08-12,47,108696,7.0,0,97.36,2781.0,0
18937,28963285,2014-08-12,48,108696,9.0,0,97.36,2455.0,0
18938,28964676,2014-08-12,49,108696,4.0,0,97.36,2037.0,0
18939,28966076,2014-08-12,50,108696,7.0,0,97.36,2467.0,0
18940,28968737,2014-08-12,53,108696,4.0,0,97.36,639.0,0
18941,28969679,2014-08-12,54,108696,2.0,0,97.36,810.0,0
18942,28970361,2014-08-13,1,108696,4.0,0,97.57,1868.0,0
18943,28971606,2014-08-13,2,108696,1.0,0,97.57,1948.0,0
18944,28972947,2014-08-13,3,108696,3.0,0,97.57,2991.0,0
18945,28974457,2014-08-13,4,108696,3.0,0,97.57,1502.0,0
18946,28975779,2014-08-13,5,108696,1.0,0,97.57,1466.0,0
18947,28977035,2014-08-13,6,108696,2.0,0,97.57,1730.0,0
18948,28978430,2014-08-13,7,108696,3.0,0,97.57,1812.0,0
18949,28979783,2014-08-13,8,108696,11.0,0,97.57,2820.0,0
18950,28981236,2014-08-13,9,108696,3.0,0,97.57,1881.0,0
18951,28982423,2014-08-13,10,108696,1.0,0,97.57,958.0,0
18952,28983194,2014-08-13,11,108696,5.0,0,97.57,2167.0,0
18953,28984309,2014-08-13,12,108696,3.0,0,97.57,1176.0,0
18954,28985154,2014-08-13,13,108696,3.0,0,97.57,839.0,0
18955,28985918,2014-08-13,15,108696,4.0,0,97.57,1300.0,0
18956,28986759,2014-08-13,16,108696,3.0,0,97.57,885.0,0
18957,28988474,2014-08-13,18,108696,1.0,0,97.57,1309.0,0
18958,28989525,2014-08-13,19,108696,2.0,0,97.57,1216.0,0
18959,28991416,2014-08-13,24,108696,3.0,0,97.57,2413.0,0
18960,28995673,2014-08-13,28,108696,3.0,0,97.57,971.0,0
18961,28996703,2014-08-13,30,108696,4.0,0,97.57,654.0,0
18962,28998941,2014-08-13,33,108696,1.0,0,97.57,1051.0,0
18963,28999810,2014-08-13,34,108696,4.0,0,97.57,2213.0,0
18964,29001401,2014-08-13,36,108696,3.0,0,97.57,983.0,0
18965,29004884,2014-08-13,39,108696,6.0,0,97.57,1296.0,0
18966,29005988,2014-08-13,40,108696,2.0,0,97.57,1271.0,0
18967,29007926,2014-08-13,43,108696,5.0,0,97.57,1171.0,0
18968,29008714,2014-08-13,44,108696,4.0,0,97.57,4503.0,0
18969,29010283,2014-08-13,45,108696,13.0,0,97.57,3475.0,0
18970,29011844,2014-08-13,46,108696,10.0,0,97.57,3146.0,0
18971,29013315,2014-08-13,47,108696,4.0,0,97.57,3564.0,0
18972,29014842,2014-08-13,48,108696,17.0,0,97.57,2652.0,0
18973,29016270,2014-08-13,49,108696,11.0,0,97.57,2320.0,0
18974,29017730,2014-08-13,50,108696,4.0,0,97.57,2487.0,0
18975,29022162,2014-08-14,1,108696,1.0,0,95.54,1720.0,0
18976,29023346,2014-08-14,2,108696,1.0,0,95.54,1834.0,0
18977,29024672,2014-08-14,3,108696,5.0,0,95.54,2710.0,0
18978,29026140,2014-08-14,4,108696,3.0,0,95.54,1332.0,0
18979,29027391,2014-08-14,5,108696,3.0,0,95.54,1439.0,0
18980,29028626,2014-08-14,6,108696,3.0,0,95.54,1647.0,0
18981,29029991,2014-08-14,7,108696,3.0,0,95.54,1656.0,0
18982,29031265,2014-08-14,8,108696,3.0,0,95.54,2748.0,0
18983,29032654,2014-08-14,9,108696,5.0,1,95.54,2087.0,0
18984,29033871,2014-08-14,10,108696,4.0,1,95.54,952.0,0
18985,29034660,2014-08-14,11,108696,10.0,1,95.54,2226.0,0
18986,29035804,2014-08-14,12,108696,3.0,1,95.54,1112.0,0
18987,29036613,2014-08-14,13,108696,3.0,1,95.54,847.0,0
18988,29037352,2014-08-14,15,108696,4.0,1,95.54,1330.0,0
18989,29038198,2014-08-14,16,108696,3.0,1,95.54,856.0,0
18990,29039005,2014-08-14,17,108696,1.0,1,95.54,1150.0,0
18991,29039926,2014-08-14,18,108696,7.0,1,95.54,1441.0,0
18992,29040997,2014-08-14,19,108696,6.0,1,95.54,1125.0,0
18993,29042773,2014-08-14,24,108696,4.0,0,95.54,2195.0,0
18994,29046809,2014-08-14,28,108696,1.0,1,95.54,979.0,0
18995,29047811,2014-08-14,30,108696,1.0,1,95.54,691.0,0
18996,29051003,2014-08-14,34,108696,2.0,1,95.54,2258.0,0
18997,29052604,2014-08-14,36,108696,1.0,1,95.54,983.0,0
18998,29056011,2014-08-14,39,108696,1.0,1,95.54,1316.0,0
18999,29057139,2014-08-14,40,108696,1.0,1,95.54,1229.0,0
19000,29059052,2014-08-14,43,108696,1.0,1,95.54,1233.0,0
19001,29059878,2014-08-14,44,108696,1.0,0,95.54,4221.0,0
19002,29061427,2014-08-14,45,108696,11.0,0,95.54,3181.0,0
19003,29062974,2014-08-14,46,108696,20.0,0,95.54,3179.0,0
19004,29064414,2014-08-14,47,108696,6.0,0,95.54,3465.0,0
19005,29065923,2014-08-14,48,108696,8.0,0,95.54,2659.0,0
19006,29067343,2014-08-14,49,108696,5.0,0,95.54,2197.0,0
19007,29068793,2014-08-14,50,108696,2.0,0,95.54,2419.0,0
19008,29071432,2014-08-14,53,108696,1.0,0,95.54,621.0,0
19009,29073153,2014-08-15,1,108696,2.0,1,97.3,1833.0,1
19010,29074392,2014-08-15,2,108696,1.0,1,97.3,1930.0,1
19011,29075765,2014-08-15,3,108696,6.0,1,97.3,3219.0,1
19012,29078653,2014-08-15,5,108696,1.0,1,97.3,1548.0,1
19013,29079860,2014-08-15,6,108696,4.0,1,97.3,1800.0,1
19014,29081285,2014-08-15,7,108696,4.0,1,97.3,1883.0,1
19015,29082603,2014-08-15,8,108696,3.0,1,97.3,2987.0,1
19016,29084059,2014-08-15,9,108696,12.0,0,97.3,2071.0,1
19017,29085284,2014-08-15,10,108696,1.0,0,97.3,974.0,1
19018,29086058,2014-08-15,11,108696,6.0,0,97.3,2363.0,1
19019,29087222,2014-08-15,12,108696,9.0,0,97.3,1053.0,1
19020,29088017,2014-08-15,13,108696,2.0,0,97.3,893.0,1
19021,29088784,2014-08-15,15,108696,2.0,0,97.3,1283.0,1
19022,29089623,2014-08-15,16,108696,5.0,0,97.3,906.0,1
19023,29090475,2014-08-15,17,108696,2.0,0,97.3,1154.0,1
19024,29091395,2014-08-15,18,108696,1.0,0,97.3,1446.0,1
19025,29092478,2014-08-15,19,108696,5.0,0,97.3,1147.0,1
